chunk_id,doc_set,norma_id,norma_titulo,version_corte,idioma,seccion,subseccion,parrafo_ini,parrafo_fin,page_ini_pdf,page_fin_pdf,content_type,text,citation,source_file,metadata_json
NICSP-15-P0001,NICSP,NICSP-15,Instrumentos Financieros: Presentación e Información a Revelar,2025-01-31,es,Información sobre derogación,,1,1,1,1,paragraph,"La Norma Internacional de Contabilidad del Sector Público (NICSP) 15, Instrumentos Financieros: Presentación e Información a Revelar ha sido derogada por la NICSP 28, Instrumentos Financieros: Presentación; NICSP 29, Instrumentos Financieros: Reconocimiento y Medición; y NICSP 30, Instrumentos Financieros: Información a Revelar. Estas normas son de aplicación para los estados financieros anuales que cubran periodos que comiencen a partir del 1 de enero de 2013. Como resultado, la NICSP 15 ya no es aplicable y ha sido eliminada.",NICSP-15 — Instrumentos Financieros: Presentación e Información a Revelar — Información sobre derogación — párr. 1 — p. 1,NICSP 15.pdf,"{""chunk_id"": ""NICSP-15-P0001"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP-15"", ""norma_titulo"": ""Instrumentos Financieros: Presentación e Información a Revelar"", ""version_corte"": ""2025-01-31"", ""idioma"": ""es"", ""seccion"": ""Información sobre derogación"", ""subseccion"": null, ""parrafo_ini"": 1, ""parrafo_fin"": 1, ""page_ini_pdf"": 1, ""page_fin_pdf"": 1, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 15.pdf""}"
