chunk_id,doc_set,norma_id,norma_titulo,version_corte,idioma,seccion,subseccion,parrafo_ini,parrafo_fin,page_ini_pdf,page_fin_pdf,content_type,text,citation,source_file,metadata_json
NICSP 24-P0001,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Objetivo,,1.0,1.0,5,5,paragraph,"Esta Norma requiere que se incluya una comparación de los importes del presupuesto y los importes reales que surgen de la ejecución del presupuesto en los estados financieros de las entidades a las que se les requiere, o eligen poner a disposición pública, sus presupuestos aprobados y para los que, por ello, tienen la obligación pública de rendir cuentas. Esta Norma también requiere la revelación de una explicación sobre las razones de las diferencias materiales entre el presupuesto y los importes reales. El cumplimiento con los requerimientos de esta Norma asegurará que las entidades del sector público cumplen con sus obligaciones de rendición de cuentas y aumentará la transparencia de sus estados financieros al demostrar (a) el cumplimiento con el presupuesto aprobado sobre el que tienen la obligación pública de rendir cuentas y, (b) cuando el presupuesto, o presupuestos, y los estados financieros se preparan según las mismas bases, su rendimiento financiero para conseguir los resultados presupuestados.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Objetivo — párr. 1 — p. 5,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0001"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Objetivo"", ""subseccion"": null, ""parrafo_ini"": 1, ""parrafo_fin"": 1, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0002,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Alcance,,2.0,2.0,5,5,paragraph,"Una entidad que prepare y presente sus estados financieros según la base contable de acumulación (o devengo), aplicará la presente Norma.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Alcance — párr. 2 — p. 5,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0002"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 2, ""parrafo_fin"": 2, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0003,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Alcance,,3.0,3.0,5,5,paragraph,Esta Norma se aplica a entidades del sector público a las que se requiere o eligen poner a disposición pública su presupuesto aprobado.,NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Alcance — párr. 3 — p. 5,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0003"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 3, ""parrafo_fin"": 3, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0004,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Alcance,,4.0,4.0,5,5,deleted,[Eliminado],NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Alcance — párr. 4 — p. 5,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0004"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 4, ""parrafo_fin"": 4, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""deleted"", ""qa_scope"": ""historico"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0005,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Alcance,,5.0,5.0,5,5,paragraph,"Esta Norma no requiere que los presupuestos aprobados sean puestos a disposición pública, ni requiere que los estados financieros revelen información sobre, o hagan comparaciones con, los presupuestos aprobados que no son puestos a disposición pública.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Alcance — párr. 5 — p. 5,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0005"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 5, ""parrafo_fin"": 5, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0006,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Alcance,,6.0,6.0,5,5,paragraph,"En algunos casos, los presupuestos aprobados son compilados para incluir todas las actividades controladas por una entidad del sector público. En otros casos, puede requerirse que se pongan a disposición pública los presupuestos aprobados separados para ciertas actividades, grupos de actividades o entidades incluidas en los estados financieros de un gobierno u otra entidad del sector público. Esto puede ocurrir (a) cuando, por ejemplo, los estados financieros de un gobierno incluyen agencias o programas gubernamentales que tienen autonomía de operación y preparan sus propios presupuestos, o (b) cuando un presupuesto se prepara solo para el sector gobierno general en su conjunto global. Esta Norma se aplica a todas las entidades que presentan estados financie ros, cuando los presupuestos aprobados para la entidad, o componentes del mismo, son puestos a disposición pública.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Alcance — párr. 6 — p. 5,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0006"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Alcance"", ""subseccion"": null, ""parrafo_ini"": 6, ""parrafo_fin"": 6, ""page_ini_pdf"": 5, ""page_fin_pdf"": 5, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0007,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Definiciones,,7.0,7.0,5,6,definition,"Los términos siguientes se usan en esta Norma, con los significados que a continuación se especifican: Base contable significa la base contable de acumulación (o devengo) o de efectivo tal como se definen en las NICSP de acumulación (o devengo) y en las NICSP de efectivo. Presupuesto anual significa un presupuesto aprobado para un año. No incluye las estimaciones o proyecciones futuras publicadas para periodos posteriores al periodo del presupuesto. Asignación presupuestaria es una autorización concedida por un organismo legislativo para asignar fondos para propósitos especificados por la autoridad legislativa o similar. Presupuesto aprobado significa la autorización de desembolso derivada de leyes, legislación de asignación presupuestaria, ordenanzas del gobierno y otras decisiones relacionadas con los ingresos de actividades ordinarias o cobros anticipados del periodo presupuestario. Base presupuestaria significa la base contable de acumulación (o devengo), de efectivo u otra base contable adoptada en el presupuesto que ha sido aprobada por el órgano legislativo. misma base de clasificación, para las entidades y para el mismo periodo que el presupuesto aprobado. Presupuesto final es el presupuesto inicial ajustado por todas las reservas, importes remanentes, transferencias, distribuciones, asignaciones de suplementos presupuestarios y otros cambios legislativos autorizados, o autorizaciones similares, aplicables al periodo del presupuesto. Presupuesto plurianual es un presupuesto aprobado para más de un año. No incluye las estimaciones o proyecciones futuras publicadas para periodos posteriores al periodo del presupuesto. Presupuesto inicial es el presupuesto inicial aprobado para el periodo presupuestario. Los términos definidos en otras NICSP se utilizan en esta Norma con el mismo significado que en dichas Normas, y se reproducen en el Glosario de términos definidos publicado por separado.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Definiciones — párr. 7 — p. 5-6,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0007"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": null, ""parrafo_ini"": 7, ""parrafo_fin"": 7, ""page_ini_pdf"": 5, ""page_fin_pdf"": 6, ""content_type"": ""definition"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0008,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Definiciones,Presupuestos aprobados,8.0,8.0,6,6,paragraph,"Un presupuesto aprobado según se define por esta Norma refleja los ingresos previstos o cobros que se espera surjan en el periodo del presupuesto anual o plurianual basado en los planes corrientes y las condiciones económicas previstas durante ese periodo del presupuesto, y los gastos o desembolsos aprobados por un órgano legislativo, que es la autoridad legislativa u otra autoridad relevante. Un presupuesto aprobado no es una estimación futura o una proyección basada en suposiciones sobre sucesos futuros y posibles acciones de la gerencia que no se espera que necesariamente tengan lugar. De forma similar, un presupuesto aprobado difiere de la información prospectiva que puede ser en forma de una previsión, una proyección o una combinación de ambas; por ejem plo, una previsión de un año más una proyección a cinco años.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Definiciones / Presupuestos aprobados — párr. 8 — p. 6,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0008"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Presupuestos aprobados"", ""parrafo_ini"": 8, ""parrafo_fin"": 8, ""page_ini_pdf"": 6, ""page_fin_pdf"": 6, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0009,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Definiciones,Presupuestos aprobados,9.0,9.0,6,6,paragraph,"En algunas jurisdicciones, los presupuestos pueden aprobarse como una ley como parte del proceso de aprobación. En otras jurisdicciones, la aprobación puede proporcionarse sin que el presupuesto llegue a ser una ley. Cualquiera que sea el proceso de aprobación, la característica clave de los presupuestos aprobados es que la autoridad para retirar fondos de la hacienda del gobierno u organismo similar, para los propósitos acordados e identificados, se proporcione por un órgano legislativo superior u otra autoridad competente. El presupuesto aprobado establece la autorización de desembolso para las partidas especificadas. La autorización de desembolso generalmente se considera el límite legal dentro del que una entidad debe operar. En algunas jurisdicciones, el presupuesto aprobado para el que la entidad tendrá la obligación de rendir cuentas puede ser el presupuesto inicial y en otras puede ser el presupuesto final.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Definiciones / Presupuestos aprobados — párr. 9 — p. 6,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0009"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Presupuestos aprobados"", ""parrafo_ini"": 9, ""parrafo_fin"": 9, ""page_ini_pdf"": 6, ""page_fin_pdf"": 6, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
NICSP 24-P0010,NICSP,NICSP 24,Presentación de Información del Presupuesto en los Estados Financieros,31-01-2025,es,Definiciones,Presupuestos aprobados,10.0,10.0,6,6,paragraph,"Si un presupuesto no se aprueba antes del comienzo del periodo del presupuesto, el presupuesto inicial es el presupuesto que fue aprobado primero para su aplicación en el año del presupuesto.",NICSP 24 — Presentación de Información del Presupuesto en los Estados Financieros — Definiciones / Presupuestos aprobados — párr. 10 — p. 6,NICSP 24.pdf,"{""chunk_id"": ""NICSP 24-P0010"", ""doc_set"": ""NICSP"", ""norma_id"": ""NICSP 24"", ""norma_titulo"": ""Presentación de Información del Presupuesto en los Estados Financieros"", ""version_corte"": ""31-01-2025"", ""idioma"": ""es"", ""seccion"": ""Definiciones"", ""subseccion"": ""Presupuestos aprobados"", ""parrafo_ini"": 10, ""parrafo_fin"": 10, ""page_ini_pdf"": 6, ""page_fin_pdf"": 6, ""content_type"": ""paragraph"", ""qa_scope"": ""normativo"", ""source_file"": ""NICSP 24.pdf""}"
